"PROBE_NAME","ACCNUM","SYMBOL","DESC","ACHROMOSOME","normal1","normal2","normal3","normal4","normal5","normal6","normal7","cancer1","cancer2","cancer3","cancer4","cancer5","cancer6","cancer7"
"40131_at","D89937","FSTL1","follistatin-like 1",3,5,23.7,83.1,22.5,41.9,32,22,64.4,40.5,1.8,14.4,50.5,52.1,59.1
"40132_g_at","D89937","NA","NA","NA",5.9,178.6,48.1,181.3,122.9,67.1,249.2,241.8,984.1,221.6,94.3,160.5,714.1,1116.9
"40133_s_at","W28944","GRHPR","glyoxylate reductase/hydroxypyruvate reductase",9,1559.2,475,297.5,206.5,47.6,361.1,132.9,2410.4,889.5,942,988.1,693.9,1837.1,2780.9
"40134_at","AF047436","ATP5J2","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2",7,5382.3,866.1,520.6,3204,263.7,1612.3,1572.4,4778.2,4565.9,5896.4,5683.2,2708.2,4265.8,5765.9
"40135_at","AI985019","ATP5J2","ATP synthase, H+ transporting, mitochondrial Fo complex, subunit F2",7,43.4,341.1,75.4,139.5,271.6,95.7,288.8,46.3,22.9,22.9,55.3,51.5,59.1,68.5
"40136_at","AB014576","TBC1D9B","TBC1 domain family, member 9B (with GRAM domain)",5,373.4,856.8,443.7,240.3,481.3,102.1,623.6,437,1490.1,925.2,398.5,229.8,625.2,1188.3
"40137_at","M31724","PTPN1","protein tyrosine phosphatase, non-receptor type 1",20,398.1,680,383.9,615.1,696.8,713.5,480.5,329.2,506.9,705.8,484.9,618.6,358.7,898.8
"40138_at","U70735","COPS6","COP9 constitutive photomorphogenic homolog subunit 6 (Arabidopsis)",7,6903.7,4366.9,2008.6,5919.4,4397.4,4612.3,3732.1,4273.5,4239.8,5684.7,10040.8,2865.4,4013.4,7569.7
"40139_at","U88966","MTOR","mechanistic target of rapamycin (serine/threonine kinase)",1,320.9,81.1,250.4,150.3,64.7,296,348.3,403.2,395.3,446.5,381.9,223.3,318.1,264
"40140_at","D76444","RNF103","ring finger protein 103",2,1577.7,1256.2,721.9,709.8,1006.5,1312.2,1402.6,1087.2,2432.7,1628.4,701,670.3,1937.9,1569.1
"40141_at","AB014595","CUL4B","cullin 4B","X",477.2,260.5,24.6,247,199.8,439.2,282,274.9,859.4,470.9,519.5,249.1,790.4,851.8
"40142_at","Z48570","SPA17","sperm autoantigenic protein 17",11,165.7,645.9,737,203.8,1053.1,1011.3,374.1,329,177.4,157.9,151.3,251,192.5,214
"40143_at","D50930","FAM53B","family with sequence similarity 53, member B",10,429.5,69.7,217.3,633.5,109.8,120.5,239.8,372.5,450.3,305.6,449.8,761.4,468.6,309.6
"40144_at","AL034562","SIRPA","signal-regulatory protein alpha",20,138.8,40.1,111.7,56.4,101,392.5,126.7,128.7,97.9,206.4,33.3,68.9,151.2,198.6
"40145_at","AI375913","TOP2A","topoisomerase (DNA) II alpha 170kDa",17,803.7,293.2,103.7,340.8,368.5,306.1,285.6,961.3,482.9,1284.3,435.8,36.4,441.3,1851.7
"40146_at","AL080212","RAP1B","RAP1B, member of RAS oncogene family",12,2745.4,1241.9,796.6,297.4,489,479.3,1323.2,1497,1516.3,2570.6,2741.5,2561.1,1386.8,1493.2
"40147_at","U18009","VAT1","vesicle amine transport protein 1 homolog (T. californica)",17,1698.1,2017.6,4063,1939.4,1406.6,2310,2211.3,639.9,1054.1,1379.9,1670.3,1982.9,2783.2,1562
"40148_at","U62325","APBB2","amyloid beta (A4) precursor protein-binding, family B, member 2",4,310.9,109.6,89.7,37.6,382.9,363.2,184.7,95.9,206,143.3,63,106.1,92.9,18.3
"40149_at","AL049924","SH2B1","SH2B adaptor protein 1",16,608.9,142.2,549.5,826.2,409.4,890.6,736.4,1096.5,1839.3,510.2,782.9,391.9,678.3,582.8
"40150_at","AA205857","SNRPD3","small nuclear ribonucleoprotein D3 polypeptide 18kDa",22,282.9,578.8,157.9,774,536.5,754.4,492.1,638.5,449.1,414.5,366.3,308.6,374.3,425.8
"40151_s_at","Z48054","PEX5","peroxisomal biogenesis factor 5",12,441.1,49.2,125.8,52.7,98.3,64.5,107.4,403.9,302.7,341.5,375.8,344.1,419.4,281
"40152_r_at","Z48054","PEX5","peroxisomal biogenesis factor 5",12,26.2,37.3,76.6,100.3,136.1,59.4,38.3,78.6,53.9,23.7,56.1,32,57.4,79.1
"40153_at","X57522","TAP1","transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)",6,381.7,71.7,75.1,537.4,187.2,138.5,437.8,456.9,301.3,336.8,585.1,666.2,565,270.3
"40154_at","AL096725","TTLL3","tubulin tyrosine ligase-like family, member 3",3,860,251.5,976.5,2938.1,356.6,481.1,758.1,215.3,1507.2,1243.4,1203.8,572.6,543.8,347.4
"40155_at","D31883","ABLIM1","actin binding LIM protein 1",10,1346.3,63.7,590.8,364.3,75.3,53.3,294.6,789.1,1538,147.1,914.9,2782.9,120.4,438.6
"40156_at","Z99715","KIAA0040","KIAA0040",1,38.6,98.6,182.8,197.5,321.9,256.7,315.7,52,52.7,35.4,33.8,41.4,14,26.5
"40157_s_at","X05451","MYL1","myosin, light chain 1, alkali; skeletal, fast",2,2.1,31.8,900.8,24.8,111.2,34.1,51.9,19.4,3.4,11896.9,3190.8,11.9,4,6.7
"40158_r_at","M20642","MYL1","myosin, light chain 1, alkali; skeletal, fast",2,45.7,115.3,63.1,20.6,195.6,39.7,122.8,25.9,12.3,2538,137.6,86.3,18.5,78.4
"40159_r_at","M55067","NA","NA","NA",48.2,174.7,513.2,162.7,179.7,162,211.8,44.3,54.1,25.5,46.7,82.9,60.3,37.7
"40160_at","AL080109","POM121","POM121 membrane glycoprotein",7,721.8,53.6,184.9,609.3,396.1,464.8,586.7,812,808.4,1005,1098.2,1093.9,835,470.5
"40161_at","L32137","COMP","cartilage oligomeric matrix protein",19,296.2,48.1,625.1,92.9,118.9,64.6,55.9,93.1,187.9,1243.2,918,178.6,165.3,154.5
"40162_s_at","AC003107","COMP","cartilage oligomeric matrix protein",19,26,196,34.1,209.1,20.8,63.9,197.2,44.6,18.3,545.5,487.7,70.6,54.7,96.2
"40163_r_at","AC003107","COMP","cartilage oligomeric matrix protein",19,67.4,98.9,278.8,368.2,169.2,278.2,297.8,68.9,27.5,55.7,95.2,120.8,34,176.1
"40164_at","X69550","ARHGDIA","Rho GDP dissociation inhibitor (GDI) alpha",17,1013.3,257.8,3203.3,5344.2,289.1,624.1,1069.7,3036.4,2661.9,859.9,1197.6,2467.9,3846.5,4431.1
"40165_at","AB015345","TSPYL2","TSPY-like 2","X",266.3,429.9,147.2,602.6,551.5,389.1,424.9,297.2,1635.1,276.4,335.5,346.2,2717.8,516.6
"40166_at","AA923149","NA","NA","NA",49,62.7,444.7,51.5,34,81.4,36.4,35.8,18.8,22.2,10.2,88.9,52,14.3
"40167_s_at","AF038187","WSB2","WD repeat and SOCS box containing 2",12,405.3,360.6,451.7,683.7,274.7,368.9,556.7,882.5,1165.1,1873.6,660.7,656.9,466.7,252.2
"40168_at","AA150110","CAV2","caveolin 2",7,18.1,42.3,92.9,108.8,33.5,111.4,39.2,3.5,12.4,8.4,16.3,10.6,46.3,13.2
"40169_at","AF057140","PLIN3","perilipin 3",19,310,695.8,171.6,54,981.1,399.2,1050.3,355.3,383.7,217.3,158.7,399.3,840.3,311.7
"40170_at","AI687306","PLIN3","perilipin 3",19,105.4,253.6,142,15.8,377.3,465.3,358,47.9,134.3,40.3,88.6,56.1,83.8,39.8
"40171_at","AF062739","FRAT2","frequently rearranged in advanced T-cell lymphomas 2",10,21.4,41,61.1,235.4,52.1,41.5,34.4,18.2,165.1,12.5,17.3,45.2,17.7,27.8
"40172_g_at","AF062739","FRAT2","frequently rearranged in advanced T-cell lymphomas 2",10,14.9,74.2,195.7,41.8,104.3,79,71.9,16,24.9,10,25.7,39.8,22.2,16.3
"40173_at","N32617","FRAT2","frequently rearranged in advanced T-cell lymphomas 2",10,42.5,142.7,1131.6,148.2,194.7,83.4,89.7,29,35.4,15.1,83.9,46.3,124.6,52.3
"40174_at","AF026004","CLCN2","chloride channel 2",3,126,184.5,165.2,297.6,601.5,679.1,426.6,434.5,211.3,98.8,33,171.3,149.6,28
"40175_at","AI141670","FAM131A","family with sequence similarity 131, member A",3,334.3,635.4,48,335.3,635.2,301.4,223.6,323.8,351,438.9,321.9,279.5,634.8,204.1
"40176_at","J03407","TRIM27","tripartite motif containing 27",6,209.1,709.3,963.7,580.6,1232.9,533.1,220.9,418.7,362.1,269,298.9,264.5,297.5,172.7
"40177_at","AI732885","NA","NA","NA",10.3,130.3,583.5,17,31.8,33.9,168.1,23.8,4.5,7.9,5.7,22,5.8,35.2
"40178_at","AC002086","ZBTB33","zinc finger and BTB domain containing 33","X",3.7,238.7,368.6,39.3,366.7,98.3,112.7,27.5,66.8,7.8,25.2,16.8,49.1,7.5
"40179_at","AI672359","ZBTB33","zinc finger and BTB domain containing 33","X",12.7,44.5,37.9,22.4,150.1,97,53.4,18.3,15.7,5,9.5,19.1,7.2,64.7
"40180_at","AB000732","IRS2","insulin receptor substrate 2",13,163,1130.9,653,911.8,1077.5,819.1,856.9,88,257.7,81.1,157,325,224,453.6
"40181_f_at","AI860710","IRS2","insulin receptor substrate 2",13,9.2,95.8,336.6,93.4,307.3,137.2,161,13.4,15.3,6.2,66.7,15.3,57.4,31
"40182_s_at","AF055027","CARM1","coactivator-associated arginine methyltransferase 1",19,420.3,252.3,540.3,766.7,243.2,2349.7,1365.9,502.4,456.8,448.9,510.6,745.1,1607.9,1052.6
"40183_at","AI660225","YIPF2","Yip1 domain family, member 2",19,1371.4,667.4,609.1,2821.4,1053.2,459.8,862.3,997,756.1,764.8,1559.7,715.2,777.2,940.4
"40184_at","L37042","CSNK1A1","casein kinase 1, alpha 1",5,2140.3,280.9,66.1,367,295.5,232.7,901.9,1583.7,1685.3,2651.4,1341.3,1036.2,1831.2,3123.4
"40185_at","S40719","GFAP","glial fibrillary acidic protein",17,37.4,163.9,449.7,62.1,197.6,60.3,86.9,36.3,17.9,15.3,99.5,34.9,21.4,29.4
"40186_at","Y08302","DUSP9","dual specificity phosphatase 9","X",317.1,1193.1,416.7,703.2,1238.2,1161.9,1390.6,363.6,528.3,209.8,393.5,395.6,404.8,649
"40187_at","AW016815","DDX52","DEAD (Asp-Glu-Ala-Asp) box polypeptide 52",17,69.2,34.6,23.8,11.5,275.7,55.9,15.5,7.8,40.5,4.2,6.9,22.5,65.1,168.5
"40188_f_at","W28846","NA","NA","NA",154.7,623.9,647.6,405.9,1056.3,515.8,478.8,177.9,58.7,144.3,121.8,183.9,53.4,224.7
"40189_at","M93651","SET","SET nuclear oncogene",9,2114.6,545.9,836.4,155.4,443.2,804.9,949.2,8173,5894.5,1911.6,1936,1907.4,5211.6,8484.8
"40190_at","AF090099","CEP68","centrosomal protein 68kDa",2,19.5,166.4,54.3,250.7,377.4,63.2,259.3,20.9,5.7,24.4,3.4,9.2,29.1,126.5
"40191_s_at","AI761647","CEP68","centrosomal protein 68kDa",2,10.8,61.5,52.1,383.3,77.6,679.9,343.7,39.1,28.4,37.1,11.1,333.8,739.3,192.9
"40192_at","L10844","CDC42","cell division cycle 42 (GTP binding protein, 25kDa)",1,14.4,63,81.5,418.4,96.5,53.1,75.4,11.4,9.6,5,9.9,26.6,11.9,26.3
"40193_at","X51956","ENO2","enolase 2 (gamma, neuronal)",12,1191.8,766.5,952.9,4492.9,320.4,446,1194.7,1539.5,826.9,972.4,1627.2,854.9,1497.9,831.3
"40194_at","AI056697","GTF2H2B","general transcription factor IIH, polypeptide 2B (pseudogene)",5,79.3,49.5,61,134.5,253.8,481.5,103.2,33.8,73.8,48,40.1,11,107.2,466.3
"40195_at","X14850","H2AFX","H2A histone family, member X",11,323.1,61.6,97.9,835.3,125.3,139,191.5,1571.2,394.6,474.7,926.4,228.8,694.7,509.3
"40196_at","D88153","CTDSPL","CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like",3,530.7,909.3,750.9,285.1,853.5,534.7,662.6,417.9,617.8,623.9,1081.3,1950.3,557.7,450.4
"40197_at","AA129726","CTDSPL","CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like",3,138.9,59.3,587.2,164.2,446.5,133.6,248,68,28.9,37.5,63.1,113,60.5,121.9
"40198_at","L06132","VDAC1","voltage-dependent anion channel 1",5,641,370.6,44.6,308,102.1,420.5,1165.3,1991.3,983.7,1118.8,612,688,803.6,1228.4
"40199_at","M97676","MSX1","msh homeobox 1",4,473.1,1432.5,506.2,414.7,1860.3,619.8,1200.9,326.1,775.4,180.8,265.9,191.9,4471.2,1166
"401_s_at","X68985","HLF","hepatic leukemia factor",17,10.7,74.2,69.4,46.1,81.9,56.9,55.4,15.8,15.5,11.3,29.9,32.2,15.4,19
"40200_at","M64673","HSF1","heat shock transcription factor 1",8,1490.5,1045.6,283.6,1416.9,176.1,549,336,2632.3,1302.6,1330.4,1347.9,1001.9,1352,472.1
"40201_at","M76180","DDC","dopa decarboxylase (aromatic L-amino acid decarboxylase)",7,92.2,377.6,494.5,258.1,599.5,452.2,467.8,79.3,50.5,48.1,31.2,174.9,61.6,41.1
"40202_at","D31716","KLF9","Kruppel-like factor 9",9,328.3,1124.9,520.5,316.5,1160.9,525.1,804.4,282.9,195.2,519.4,172.4,2149.5,130.8,101.4
"40203_at","AJ012375","EIF1","eukaryotic translation initiation factor 1",17,1282.5,332.7,96.4,15.8,133.6,528,539,910.3,2264.3,871.4,586.5,2504.1,1712.1,1147.3
"40204_at","X71877","CTRL","chymotrypsin-like",16,51.6,172.1,701.4,167.6,149,69,100.7,116.2,93.2,15.8,24.9,39.3,14.2,18.1
"40205_g_at","X71877","CTRL","chymotrypsin-like",16,94.5,543,47.9,457.3,550.1,418.9,359.4,230.5,133.4,199.1,143.8,123,30.2,82.6
"40206_at","AI767675","PSKH1","protein serine kinase H1",16,211.6,258.7,202.4,748.6,553.1,308.5,468.7,629.1,554.7,197,57.4,284.4,581.9,431.7
"40207_g_at","AI767675","PSKH1","protein serine kinase H1",16,482.8,980.1,1140.4,1440.2,144.2,521.3,373.8,529.5,401.2,487.9,463.3,550,372.1,233.3
"40208_at","R37702","NA","NA","NA",57.7,179.1,334.7,31.7,223.1,386.7,336.5,32.3,114.3,24.2,48.9,63.9,110.1,94.1
"40209_at","U72671","ICAM5","intercellular adhesion molecule 5, telencephalin",19,71.5,208,63.4,134.6,91.1,184.9,217.7,72.9,89.6,52,24.8,234.4,26.9,72.7
"40210_at","X75593","RAB13","RAB13, member RAS oncogene family",1,2706.7,1712.6,305.7,1007.7,89.1,2105,2104.8,1139.1,1680.4,2017.4,1687.3,822.7,3349.3,1113
"40211_at","X04347","HNRNPA1","heterogeneous nuclear ribonucleoprotein A1",12,14884.5,3289.3,468.3,3932,1195.2,1862.6,5299.1,10635.5,11373.1,5851.7,7678.9,4781.7,7672.8,5551.2
"40212_at","AI123553","KSR1","kinase suppressor of ras 1",17,227.4,478.4,678.4,76.7,945.4,345.9,484.3,85.5,117.4,119.7,71.4,153.6,80.2,26.6
"40213_at","M88163","SMARCA1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1","X",1562,658.9,363.9,549.6,313.5,633.5,588.7,1789.5,2118.7,1751.5,1158.2,452.2,1591.8,580.5
"40214_at","AI698066","UGCG","UDP-glucose ceramide glucosyltransferase",9,15.9,80.7,588.5,215.6,547.8,64.6,61.1,5.6,24,22.8,28.1,19.4,35.6,7.3
"40215_at","D50840","UGCG","UDP-glucose ceramide glucosyltransferase",9,6.6,36.4,440.4,42.9,498.3,355.8,468,85.1,88.8,6.2,51.8,354.3,120,173.3
"40216_at","AL080153","TRAF3IP1","TNF receptor-associated factor 3 interacting protein 1",2,66.2,186.3,121.2,13.5,395.8,177.7,54.5,74.8,49.8,33.6,14,28.8,41.9,12
"40217_s_at","U65887","CDS1","CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1",4,15.7,34.9,329.8,26.9,159.8,73.6,228.5,8.1,52.9,4.6,8.1,379.1,30.6,175
"40218_at","U60808","CDS1","CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1",4,25.2,559.7,148.4,173.3,1091.1,742.7,692.1,120,182.7,70.2,79.6,912.1,109,378.1
"40219_at","AI796944","HEXIM1","hexamethylene bis-acetamide inducible 1",17,549,1202.2,1700.6,774.5,1165.1,843.3,1085.9,548.2,620.2,334.5,542,650,746.7,698.5
"40220_at","AB021179","HEXIM1","hexamethylene bis-acetamide inducible 1",17,629.6,38.3,744.7,151.4,90.1,70.7,154.8,161.9,109.6,222.7,126.3,419.6,338,435.9
"40221_at","L39059","TAF1C","TATA box binding protein (TBP)-associated factor, RNA polymerase I, C, 110kDa",16,776.9,70.9,211.6,781.1,64.9,579,279.5,1130.2,838.2,772.9,944.4,678.5,402.4,718.5
"40222_s_at","AI677689","SBF1","SET binding factor 1",22,229.4,266.9,300.2,778,409.9,1508.5,1131.1,504.4,435.9,307.4,468.3,653.1,433.9,759.6
"40223_r_at","AI677689","SBF1","SET binding factor 1",22,21.9,225.6,182.3,71.7,156.7,139.8,240.9,39.4,16.2,38.9,260,110,20.7,31.3
"40224_s_at","AB014585","PPP6R2","protein phosphatase 6, regulatory subunit 2",22,592.7,38.8,788.5,1870.4,62,106.1,56.7,692.9,483.4,554,1048.2,495.3,603,453.7
"40225_at","D88435","GAK","cyclin G associated kinase",4,2344.4,1591,3391.6,6128,1468.6,3529.3,2367.8,1648,1508.6,2563.7,3599.4,2751.9,2298,1840.3
"40226_at","AI739115","GAK","cyclin G associated kinase",4,26.2,189.9,392.3,468.9,256.7,122.7,531.3,32.1,24.2,59.6,30.4,57.8,76,68.5
"40227_at","D29810","DCBLD2","discoidin, CUB and LCCL domain containing 2",3,114.7,792.7,578.5,431.3,526.8,429.8,424.4,84.3,120.4,26,125.3,128.1,37.5,200.1
"40228_at","Y11392","C21orf2","chromosome 21 open reading frame 2",21,310.3,445.7,691.1,854,591.8,771.6,408.6,406.5,270.2,249,287.1,307.2,157.7,460.5
"40229_at","AJ010071","TOM1L1","target of myb1 (chicken)-like 1",17,90.9,32.2,29.1,47.5,162.3,183.2,59.4,189.4,494.2,78.4,161.1,241.2,95,116.9
"40230_at","U91903","FRZB","frizzled-related protein",2,218.9,33.1,439.4,326.9,21.3,15,9.5,3.1,102.7,1951.2,90.1,69.3,507.9,23.8
"40231_at","AI193899","SMAD6","SMAD family member 6",15,120.6,124.5,69,84,118,35.9,45.4,78.1,59.3,21.8,52.5,336.1,14.9,40.3
"40232_at","U75370","POLRMT","polymerase (RNA) mitochondrial (DNA directed)",19,636.3,232.1,956.4,1491.7,151.6,395,201.2,468.7,691.8,382.6,448.6,395.2,837.7,380.5
"40233_at","AI198214","DGCR6L","DiGeorge syndrome critical region gene 6-like",22,223.7,1052.6,721.8,121.4,587,178.6,137.8,201.4,303,144.2,168.1,87.7,178.3,202.1
"40234_at","X96484","NA","NA","NA",4372.3,1420,1232.9,8226.1,1903.8,1146.4,2726.8,2405.4,2439.8,1887.5,4944.7,2150.8,2630.2,2356.2
"40235_at","L13738","TNK2","tyrosine kinase, non-receptor, 2",3,610.6,1679.7,1043.5,1140.6,1849.7,1780.9,1399.3,753.8,846.9,744.9,1682.3,777.8,472.4,493.1
"40236_at","D29990","SLC7A2","solute carrier family 7 (cationic amino acid transporter, y+ system), member 2",8,78.4,1961.6,1096.4,526.5,2493.9,733.5,704.1,305.8,329.7,138.4,264.5,217.4,186.2,221.4
"40237_at","AF035444","PHLDA2","pleckstrin homology-like domain, family A, member 2",11,103.2,130.7,1521.1,107.3,257.6,180.9,585.3,184.8,35.1,211.9,75.6,226.3,54.5,24.2
"40238_at","AI801872","IQCK","IQ motif containing K",16,352.9,444.8,113.3,295.5,565.9,363,402.8,486.2,327.9,341.4,88.8,277.8,193.2,130.7
"40239_g_at","AI801872","IQCK","IQ motif containing K",16,81.4,634.8,96.8,548.2,760.2,204.3,351.2,159.8,135.7,254.4,84.3,320,154.3,231
"40240_at","AC004131","GPRC5B","G protein-coupled receptor, family C, group 5, member B",16,125.1,526,132.6,55.1,698,389.4,544.8,69.8,95.6,135.1,56.8,50.8,57.1,61.5
"40241_at","U09850","NA","NA","NA",296.9,1163.4,359.7,121.6,1061.8,387.5,916.3,156.3,239,146.1,272.8,203.9,180.3,214.8
"40242_at","L36529","THOC1","THO complex 1",18,1257.3,54.1,103.5,25.3,44.7,35.4,19.8,934.9,850,975.7,614.3,218.8,517.1,321.5
"40243_at","U55184","GNAL","guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type",18,69.2,441.8,116.4,34.1,531.7,250.1,110.7,42.5,44,6.2,64.4,22.6,15.8,13.3
"40244_s_at","AI743654","MPPE1","metallophosphoesterase 1",18,1480.5,379.7,96.7,591.9,122.5,103.3,167.7,916.3,757.3,1912.7,1276.3,1496.2,373.9,350.6
"40245_at","U09368","ZNF140","zinc finger protein 140",12,88.5,35.3,93.6,28.8,44.5,284.9,20.4,55.8,111.4,74.5,117.8,35.3,53.8,65.7
"40246_at","U13897","DLG1","discs, large homolog 1 (Drosophila)",3,189.1,107.7,34.8,59.4,34.2,32.7,19.9,148.5,176.8,152.9,64.6,147.6,73.2,124.4
"40247_at","AI685285","SLC9A7","solute carrier family 9 (sodium/hydrogen exchanger), member 7","X",22.4,71,93.6,140.9,304.7,41.9,61.3,2.2,5.2,10.6,6.3,7.6,4.4,7.4
"40248_at","AL022165","SLC9A7","solute carrier family 9 (sodium/hydrogen exchanger), member 7","X",7.6,174.7,34.6,292.9,60.8,284.8,58,7.2,34.3,8.3,11.8,28.5,12.9,35
"40249_at","M55040","ACHE","acetylcholinesterase",7,24.3,186,569,124.4,229.9,157.9,241.3,79.1,62.8,137.7,37,84.5,77.1,50.5
"40250_at","U55766","KRR1","KRR1, small subunit (SSU) processome component, homolog (yeast)",12,30.2,12.5,21,10.5,50.8,40.3,134.7,21.7,41.8,28.2,45.1,153.8,97.5,26
"40251_at","U00943","NA","NA","NA",32.1,127.5,38.4,48.6,143.5,116.1,244,7.5,23.6,12.5,6.1,34.8,4.6,83.6
"40252_g_at","U00943","NA","NA","NA",157.4,906.1,586.1,636.7,820.5,602.5,878.4,93.1,114.9,125.4,168.6,90.5,149.2,152.7
"40253_at","AJ011123","PI4KB","phosphatidylinositol 4-kinase, catalytic, beta",1,79.2,787.3,695.1,387.6,329,158.9,214.2,335.5,90.8,178.7,327.2,346.1,219.7,65.2
"40254_s_at","AI922937","DDX28","DEAD (Asp-Glu-Ala-Asp) box polypeptide 28",16,44.7,209.9,128.8,74,531.9,67.7,78.1,15.1,31.9,10.7,138.7,107.5,14.6,8.4
"40255_at","AC004531","DDX28","DEAD (Asp-Glu-Ala-Asp) box polypeptide 28",16,136.4,355.1,183.8,346.2,273.2,80.3,103.4,483.3,272.8,161.6,256.4,255.7,311.2,178.1
"40256_at","AF070591","NA","NA","NA",46.1,176.6,158.4,496.7,292.7,54.6,172.8,57.1,35.5,27.9,39.6,72.6,36.1,25.2
"40257_at","AI400011","KANK3","KN motif and ankyrin repeat domains 3",19,623.8,1230.7,1129.8,267.3,919.7,893.5,672.9,315.3,140,335.3,399.8,912.2,145.1,285.3
"40258_at","M55265","CSNK2A1","casein kinase 2, alpha 1 polypeptide",20,488.9,127,211,85.5,1305.5,160.9,557,409.1,680.2,372.7,216.9,306.9,552.3,596.2
"40259_at","AL009266","RBFOX2","RNA binding protein, fox-1 homolog (C. elegans) 2",22,101.6,363.2,687.6,184.5,98.9,203.4,320.2,106.1,83.3,67.6,74.4,92.1,68.4,32.8
"40260_g_at","AL009266","RBFOX2","RNA binding protein, fox-1 homolog (C. elegans) 2",22,680.8,71.5,89.8,19.4,120.6,1323.9,74.2,385.8,252.8,199.6,247.7,220.9,946.5,880.8
"40261_at","AA402524","RBFOX2","RNA binding protein, fox-1 homolog (C. elegans) 2",22,151.9,458.4,682.5,449.4,535.4,379.5,306,63.9,57.3,46.4,94.4,116.2,46.8,51.2
"40262_at","AF031166","SRSF8","serine/arginine-rich splicing factor 8",11,99.3,501.4,368.2,287,338.4,259.5,425.6,92.4,235.9,193,87.3,290.9,159.1,179.4
"40263_at","AF001891","ZFPL1","zinc finger protein-like 1",11,88.1,40.6,93.2,393,93.4,46.9,80.1,162,303.2,56.4,69,143.4,364.8,207.1
"40264_g_at","AF001891","ZFPL1","zinc finger protein-like 1",11,856.1,2112,1854.4,2673.7,496.2,1457.7,1298.6,653.2,655.9,688.7,1279.4,929.8,1190,890.6
"40265_s_at","AI401287","NA","NA","NA",113.2,251.2,204.5,134.9,579,538.5,625.4,17.3,54.9,102,127.3,81.2,170.1,119.3
"40266_at","AB028959","VASH1","vasohibin 1",14,467.5,1010.6,463.8,889.4,1465.7,947.4,825.1,535.1,599.2,652.5,691.4,328.2,396.7,327.8
"40267_s_at","AI880840","VASH1","vasohibin 1",14,321.6,282.4,318,146.2,309.3,634.8,628.8,285.4,480.9,261.9,272,128.4,313.7,352.9
"40268_at","X16706","FOSL2","FOS-like antigen 2",2,376,1679.9,729.6,1378.9,720.2,774.9,666,544.5,433.2,1175.7,418.8,893.1,70.2,304.7
"40269_at","U51990","PRPF18","PRP18 pre-mRNA processing factor 18 homolog (S. cerevisiae)",10,314.8,94.3,540.7,78.3,301.1,127.8,177.8,163.4,167.4,168.2,62.9,108.4,171.5,172.4
"40270_at","AA969267","CDK13","cyclin-dependent kinase 13",7,151.1,753.4,139.2,1058,674.2,681.4,474.8,264.1,114,245.4,233,168.7,139.4,258.6
"40271_at","D42085","NUP93","nucleoporin 93kDa",16,1054.5,1281,506.3,682.8,1439.1,922.4,678.8,1820,1372,964.3,596.3,646.8,869.1,731.8
"40272_at","D78012","CRMP1","collapsin response mediator protein 1",4,537.8,307.8,606.8,596.1,112.9,60,156.7,974.3,390.8,594.8,444,142.3,10.2,231.6
"40273_at","AA485440","SPHK2","sphingosine kinase 2",19,589.3,331.3,105.6,823.3,353.1,724.7,738.1,715.3,731.5,445.5,458.8,563.4,425.4,285.3
"40274_at","U48213","DBP","D site of albumin promoter (albumin D-box) binding protein",19,973.3,483,231.9,1131.3,395.1,832.4,169.9,520,644.1,418.3,446.1,606.8,681.4,659.9
"40275_at","AL046322","KPNA6","karyopherin alpha 6 (importin alpha 7)",1,41.8,619.1,1424,334.4,308.2,868.5,545.2,108.4,358.9,82.7,66.1,298.2,703.7,386.2
"40276_at","D50063","PSMD7","proteasome (prosome, macropain) 26S subunit, non-ATPase, 7",16,426.4,222.7,641.2,727.5,178.5,369.4,564,1214.3,587.5,623.4,775.1,705.8,662,541.9
"40277_at","AI799984","GGA2","golgi-associated, gamma adaptin ear containing, ARF binding protein 2",16,332.5,1176.5,504.1,469.1,1931.3,404.8,1109.2,329.8,246.2,103.8,219.1,97.6,193.2,246.3
"40278_at","AB029003","GGA2","golgi-associated, gamma adaptin ear containing, ARF binding protein 2",16,1037,611.8,862.5,1259,369.2,412.6,642,812.3,743.7,959.8,1000.1,1573.7,1079.4,717.2
"40279_at","D50911","VGLL4","vestigial like 4 (Drosophila)",3,1634.5,713,1099,666,687.2,408.9,763.4,1271.1,1459,1020.4,1356.8,1247.7,1839.6,811.3
"40280_at","U72508","LRRC23","leucine rich repeat containing 23",12,92.2,110.2,46.7,60.4,106.5,160.9,69.8,119.3,177.8,52,85.9,387.9,125.6,210.7
"40281_at","D63878","SEPT2","septin 2",2,4067.3,233.4,162.4,98,155.9,234.6,1104.9,5964.9,5885.5,5737,1646.6,2890.4,7317,3450.5
"40282_s_at","M84526","CFD","complement factor D (adipsin)",19,304.4,843.6,2598,569.9,842.2,857.8,1125.9,220.8,326.8,505.4,578.5,2128.6,233.6,231.9
